DRG Definition,Provider State,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,DC,80,52018.45,18108.275,14624.5125
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,DE,83,40454.55422,15131.40964,13499.13253
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,ND,88,32768.125,12971.875,11962.85227
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,ID,91,42833.86813,13956.68132,12318.62637
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,NM,92,64412.5,14049.44565,13052.40217
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,SD,100,41425.4,14217.62,12211.91
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,MT,101,44173.38614,13285.60396,12078.10891
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,UT,133,42742.6391,13797.30075,11496.96241
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,ME,143,47263.6014,15033.66434,13518.32168
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,NH,148,49179.9527,14948.17568,13454.64189
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,NV,160,96236.60625,14662.88125,12919.15625
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,CO,212,66596.78302,13994.42925,12550.94811
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,WV,212,38517.73585,13349.32075,11685.32547
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,NE,223,41846.38565,13745.63677,12238.52018
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,OR,230,40283.63913,15152.78696,13286.6087
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,MS,273,58590.82051,13269.71795,11237.62637
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,OK,273,60077.32967,13114.12821,10819.67399
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,KS,278,50436.20144,12945.57914,11515.70863
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,AR,321,53526.60748,12393.71028,10717.90031
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,IA,324,45208.78395,12771.78704,11317.16358
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,LA,327,59071.46789,12873.94495,11091.88073
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,CT,368,49413.47554,17663.15217,15474.39402
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,WI,386,43955.5544,13931.21503,12572.34456
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,WA,391,56543.80307,15398.95908,13387.95652
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,MD,398,22123.99749,20628.69849,19075.17839
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,AL,439,62279.32574,11523.1139,10320.20046
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,KY,446,49779.94843,13158.67937,11578.06726
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,MN,488,47510.90369,15138.93238,13366.03074
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,AZ,494,66876.99393,14389.23684,12849.38057
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,MO,525,51428.43429,12883.58476,11559.63238
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,TN,534,56761.14045,13132.93633,10941.15356
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,SC,540,70328.5963,13434.63333,11661.66111
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,MA,543,38624.93554,18104.22652,16498.03315
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,GA,552,48599.31884,13257.30616,11779.88587
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,VA,642,55492.83489,13824.77726,11673.01402
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,IN,709,50744.08181,13052.20592,11375.59944
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,NC,818,49713.57213,14152.89364,12254.43399
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,MI,853,45737.55451,14587.85932,12919.4279
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,OH,950,48949.27789,13820.44737,11831.61158
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,NJ,976,87428.74693,15031.77561,13502.30533
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,IL,1096,61608.25821,14487.19891,12458.32847
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,PA,1182,63854.66497,13658.20981,11709.21235
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,TX,1420,69149.69225,13896.30493,11908.74296
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,FL,1729,71481.77386,12820.80914,11353.33892
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,NY,1754,51880.05473,18380.93501,16090.36887
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,CA,1770,87985.28927,18062.39944,16152.1887
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,WY,50,85353.7,27472.76,24756.4
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,AK,65,129531.5077,35858.38462,29958.49231
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,VT,76,60303.75,27176.42105,24797.23684
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,HI,80,85310.375,30914.7375,23040.4
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,ID,107,77066.15888,23271.09346,21121.19626
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,RI,107,117573.5888,26888.14019,25099.08411
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,MT,108,72679.08333,21583.27778,19491.75
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,ME,127,73690.37795,23597.96063,21450.9685
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,DE,138,83420.65217,26805.96377,24960.57246
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,NH,139,82288.7482,27617.06475,24949.10791
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,NE,142,74511.47183,22591.16197,19884.52113
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,DC,149,101595.1678,28815.2953,25588.18121
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,ND,154,66578.61039,21116.57792,19144.73377
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,NM,164,92336.7378,22964.68293,21054.62195
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,SD,171,76681.36842,21926.16959,20035.69591
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,UT,176,71407.33523,23834.98864,18101.86932
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,NV,225,154870.0089,23685.57333,20870.40889
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,OR,238,72822.65966,25466.27731,21943.16387
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,CT,269,100849.684,30333.50929,26393.90706
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,CO,309,121084.5113,23105.81877,20252.44337
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,KS,343,96366.16618,21012.13994,19022.207
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,WV,417,64539.20624,21030.10791,18594.43165
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,MD,420,30562.24286,28536.56905,26404.19286
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,MS,421,98359.11401,21016.50594,18972.61995
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,MA,465,69777.1914,31099.75269,28423.92473
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,OK,475,94967.85474,20997.58526,17809.73053
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,IA,512,76175.39453,20799.98047,18549.80273
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,SC,515,103681.6078,21283.47379,19022.25049
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,AR,517,75830.47002,18706.59381,17143.22824
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,AZ,566,116876.8534,24637.0689,21765.81095
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,WA,572,108744.2727,26106.22378,22916.97028
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,LA,575,108103.9357,21064.36348,19018.0487
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,KY,654,81774.76453,21907.93119,19756.0841
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,MN,668,84715.42365,25158.11826,21859.51497
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,AL,673,96055.22585,19025.41902,17311.15899
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,WI,686,78091.27988,22851.01749,20690.05102
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,VA,814,100761.8219,24481.12285,20339.043
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,IN,850,90794.69412,22528.33882,19424.28706
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,MO,883,87978.17214,21400.40091,19796.04077
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,NJ,967,150733.7932,25600.19338,23379.50362
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,GA,1003,88859.62812,21773.44467,19254.71585
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,NC,1127,87316.3709,23150.00266,20510.13398
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,PA,1129,126886.5624,23529.19752,20089.11957
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,TN,1175,97192.34723,20285.34298,18049.37021
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,OH,1222,87711.62193,22734.62111,19594.03846
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,MI,1302,75706.16897,24028.9278,21921.76421
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,IL,1452,105638.5634,24724.94215,20861.13981
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,NY,1704,94303.97124,31236.46772,27670.09918
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,TX,2445,122265.2822,24293.59673,19854.98078
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,CA,2464,176134.9639,31208.61891,28402.70292
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,FL,2538,129776.7167,22168.7305,19693.34358
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,WY,148,58681.58784,17748.77027,13524.20946
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,AK,155,89901.90323,21288.31613,17116.87742
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,HI,167,56884.90419,19118.0479,13629.96407
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,RI,201,87399.27363,17563.61194,14479.74627
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,VT,210,44088.15238,18092.98571,14649.45714
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,DC,331,67023.83686,17875.23867,14835.1994
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,ID,401,54945.27431,14353.54115,11761.86284
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,ME,410,49503.56098,15530.53659,12366.32195
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,DE,428,60378.73598,16750.72196,13433.77103
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,NH,437,61012.64989,16555.73227,13451.91076
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,MT,443,50108.6456,13186.60948,11218.88262
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,NM,525,69459.40381,15635.92,13193.9219
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,SD,556,48649.13849,13938.46583,11618.70863
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,ND,560,47107.88214,13722.65536,11070.18036
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,UT,637,49275.04396,14145.76609,10835.85871
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,NE,715,58758.87133,13999.6,12017.96923
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,OR,748,48609.70187,15222.40642,12286.37834
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,NV,781,104382.064,14788.06402,12083.7644
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,CT,991,65427.60242,19053.29062,15592.73058
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,KS,993,71817.70695,13200.53676,11180.83283
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,CO,1076,84485.40799,14776.74907,11567.10874
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,WV,1149,44698.98695,13221.67972,10918.45953
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,MS,1220,67027.10656,13053.91967,10743.56557
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,MD,1332,19878.16441,18593.68243,16842.2027
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,MA,1486,49118.37416,19077.65276,16548.6393
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,OK,1595,69812.26771,13222.96865,10287.91034
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,IA,1713,49924.11909,12537.37361,10904.80736
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,WA,1744,76945.14335,16274.90539,12784.32626
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,AZ,1769,82183.58903,14936.26173,12277.24308
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,LA,1781,74828.58956,13048.06457,10465.92645
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,AL,1804,71926.67129,11625.15576,9915.200111
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,SC,1830,76544.47322,13795.92295,10737.48361
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,WI,1885,57100.65093,14297.41273,11908.66101
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,MN,2169,56583.5325,15706.31904,12617.87275
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,AR,2343,55297.41912,11738.99787,9798.310713
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,VA,2355,69531.50064,14554.32611,11513.97495
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,KY,2384,56353.01552,13126.33473,11149.21728
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,GA,2469,63110.73674,13727.82463,10752.92993
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,NJ,2601,98008.3341,15624.67474,13363.62245
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,MO,2837,58784.3264,12860.83715,10628.773
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,IN,2882,64111.64018,13697.6839,10967.79493
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,TN,2919,70694.92292,13452.05687,10172.81569
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,NC,3276,63924.11783,14307.45116,11669.60165
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,PA,3887,83673.48341,14376.02907,11230.77926
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,OH,4349,60780.81352,13969.0968,11184.7312
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,MI,4536,51946.1724,14688.78527,12524.72465
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,IL,4776,72878.4508,15193.14112,11789.48953
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,CA,6312,114111.5165,18446.41445,15925.47687
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,TX,6335,83335.8412,14073.44957,11183.14254
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,NY,6467,58653.58234,19921.54384,16150.94217
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,FL,7732,87637.69309,12918.01423,10847.1424
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,WY,12,61383.75,21892.66667,12149.75
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,VT,33,53856.45455,21820.06061,15117
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,RI,40,59145.25,16311.325,14314.75
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,AK,46,132674.4565,25893.36957,23187.56522
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,ID,48,57579.125,14179.10417,12525.1875
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,HI,49,57035.7551,17289.4898,14497.55102
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,MT,50,47111.36,12128.04,11248.78
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,ND,65,38059.81538,12822.32308,10825.84615
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,NH,72,67290.70833,16593.43056,12312.98611
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,DE,74,52171.37838,16502.74324,12755.87838
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,ME,94,45827.51064,13926.07447,12169.23404
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,NM,95,72754.73684,16185.84211,13051.87368
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,OR,111,52831.88288,17379.95495,12641.38739
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,SD,119,47722.54622,12975.64706,11477.72269
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,NV,149,104220.1745,13851.71141,10878.38926
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CT,239,81200.99163,19279.14644,15914.12552
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,UT,250,49889.88,14112.26,10191.228
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,MS,253,53960.37154,12266.36759,10327.85771
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,WV,253,48080.13834,13814.50593,11495.98814
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CO,265,95222.27925,15250.02264,12770.73585
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,DC,266,68049.36466,17893.76692,14305.53759
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IA,267,50296.04494,12682.11985,11033.71161
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,NE,275,55583.73091,13727.31636,11355.57455
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,LA,330,69282.89394,12933.94242,10743.83333
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,OK,337,69285.33828,13451.91988,10999.11869
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,MD,361,25056.20776,23476.50416,20740.53463
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,KS,364,73960.68681,13339.21703,11383.27198
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,AL,367,68449.81744,11794.50409,10181.82561
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,WA,451,82375.79601,16092.31264,12922.29712
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,KY,452,55054.50442,13457.82743,11235.66593
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,SC,458,95644.40393,15524.68122,12407.63974
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,AR,494,59095.51215,12135.63158,9754.137652
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,WI,498,63027.00402,14673.94779,12656.61647
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,AZ,602,78887.5515,14301.82558,12136.15947
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,MA,605,59476.95207,19486.03306,17370.51901
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,MO,607,64220.52224,13143.66227,11236.84185
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,VA,621,71342.13043,15187.69243,12536.95652
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,GA,637,57914.81162,13393,11122.45683
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,TN,646,70610.47368,13105.12848,10795.51238
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IN,682,62438.45748,13350.16276,11018.02933
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,MN,764,68752.71859,16282.98822,12694.11126
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,NJ,796,97295.69472,15387.99246,13599.73116
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,NC,898,65724.0078,14973.95546,12630.33742
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,MI,1170,46033.54017,14683.73077,12652.6453
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,OH,1289,69277.31032,14820.78278,12376.9969
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,PA,1415,105690.4382,16062.09611,12675.26784
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IL,1515,72309.19274,14882.1835,12477.0396
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CA,1714,114899.3355,17925.42999,15844.37748
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,TX,1721,83164.42185,14065.12841,11271.60546
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,NY,2144,70401.29384,19577.47155,16259.10354
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,FL,2804,90338.74822,13184.33631,11171.06312
252 - OTHER VASCULAR PROCEDURES W MCC,WY,18,79666.66667,21590.44444,21001.5
252 - OTHER VASCULAR PROCEDURES W MCC,AK,20,165167.1,40064.55,35628.8
252 - OTHER VASCULAR PROCEDURES W MCC,VT,25,65321.04,29505.52,27750.08
252 - OTHER VASCULAR PROCEDURES W MCC,MT,47,65645.6383,21239.25532,19220.78723
252 - OTHER VASCULAR PROCEDURES W MCC,ID,61,69886.83607,22641.36066,21174.40984
252 - OTHER VASCULAR PROCEDURES W MCC,ND,77,63085.90909,21209.14286,19787.36364
252 - OTHER VASCULAR PROCEDURES W MCC,RI,81,89175.01235,26981.30864,24866.74074
252 - OTHER VASCULAR PROCEDURES W MCC,HI,87,67036.57471,28572.70115,26447.57471
252 - OTHER VASCULAR PROCEDURES W MCC,UT,88,53690.21591,21628.77273,19270.54545
252 - OTHER VASCULAR PROCEDURES W MCC,ME,96,60077.94792,24798.92708,21641.86458
252 - OTHER VASCULAR PROCEDURES W MCC,DE,101,70417.21782,26516.08911,23737.45545
252 - OTHER VASCULAR PROCEDURES W MCC,NH,107,71735.81308,24288.97196,22541.5514
252 - OTHER VASCULAR PROCEDURES W MCC,SD,114,71848.84211,21296.55263,19794.55263
252 - OTHER VASCULAR PROCEDURES W MCC,NE,153,69204.28105,21983.15033,19506.57516
252 - OTHER VASCULAR PROCEDURES W MCC,IA,202,73543.99505,21723.38119,19686.51485
252 - OTHER VASCULAR PROCEDURES W MCC,OR,203,74262.03448,26771.73399,24642.78325
252 - OTHER VASCULAR PROCEDURES W MCC,NV,204,143668.4314,23357.77451,20993.86275
252 - OTHER VASCULAR PROCEDURES W MCC,NM,205,61133.45366,22894.18537,21952.57073
252 - OTHER VASCULAR PROCEDURES W MCC,KS,215,86886.17209,21744.26977,18128.32558
252 - OTHER VASCULAR PROCEDURES W MCC,CO,265,116742.0415,25083.50189,22584.42264
